,ASIN,product,brand,name,date,score,title,comment
0,Hirosemary,2021年7月22日,5.0,夜コーヒーの替わりに,寝る前のコーヒーに替わる飲み物を探していました。日中コーヒー、寝る前もコーヒーで寝不足が悩みのタネだったので今回試したこのチャイは「チャイ何ぞや？」みたいな私でも満足感と贅沢している感が凄かったので思わず書き込んでしまいました。レンジで簡単につくれて砂糖はいってないけど美味しくスパイシーを味わえました。ココアやノンカフェインコーヒーで回り道しましたが寝る前の飲み物が決まりました。,,,
1,yuzu,2021年7月29日,5.0,飲みやすく作りやすいチャイです,夜寝る前のリラックスタイムに飲みたくて購入。チャイは少しスパイス独特のクセがある商品が多いのですが、こちらのチャイはスパイスは感じられるものの、程よいスパイス感で後味も良く飲みやすいチャイだと思います。この季節でも冷房で冷えた体を温めたくて、ホットの飲み物を飲んでいますが、こちらは簡単に作れて美味しいためリピートしようと思います。,,,
